name,price,cuisine,reviews,Location url,location,no. of reviews,City
Sainik Chicken Corner,?100 for one,Chinese,4,https://www.zomato.com/jalandhar/sainik-chicken-corner-1-shastri-nagar/order,Shastri Nagar,"3,648",Jalandhar
Sainik Chicken Corner,?100 for one,Mughlai,4,https://www.zomato.com/jalandhar/sainik-chicken-corner-1-shastri-nagar/order,Shastri Nagar,"3,648",Jalandhar
Midway Healthy Meal,?100 for one,Healthy Food,4.1,https://www.zomato.com/jalandhar/midway-healthy-meal-model-town/order,Model Town,285,Jalandhar
Midway Healthy Meal,?100 for one,Salad,4.1,https://www.zomato.com/jalandhar/midway-healthy-meal-model-town/order,Model Town,285,Jalandhar
Midway Healthy Meal,?100 for one,Desserts,4.1,https://www.zomato.com/jalandhar/midway-healthy-meal-model-town/order,Model Town,285,Jalandhar
Midway Healthy Meal,?100 for one,Sandwich,4.1,https://www.zomato.com/jalandhar/midway-healthy-meal-model-town/order,Model Town,285,Jalandhar
Midway Healthy Meal,?100 for one,Coffee,4.1,https://www.zomato.com/jalandhar/midway-healthy-meal-model-town/order,Model Town,285,Jalandhar
Midway Healthy Meal,?100 for one,Beverages,4.1,https://www.zomato.com/jalandhar/midway-healthy-meal-model-town/order,Model Town,285,Jalandhar
Midway Healthy Meal,?100 for one,Pasta,4.1,https://www.zomato.com/jalandhar/midway-healthy-meal-model-town/order,Model Town,285,Jalandhar
Midway Healthy Meal,?100 for one,Shake,4.1,https://www.zomato.com/jalandhar/midway-healthy-meal-model-town/order,Model Town,285,Jalandhar
Chicken Plaza Dhaba,?100 for one,North Indian,4,https://www.zomato.com/jalandhar/chicken-plaza-dhaba-maqsudan/order,Maqsudan,"2,991",Jalandhar
Chicken Plaza Dhaba,?100 for one,Chinese,4,https://www.zomato.com/jalandhar/chicken-plaza-dhaba-maqsudan/order,Maqsudan,"2,991",Jalandhar
Chicken Plaza Dhaba,?100 for one,Burger,4,https://www.zomato.com/jalandhar/chicken-plaza-dhaba-maqsudan/order,Maqsudan,"2,991",Jalandhar
Chicken Plaza Dhaba,?100 for one,Sandwich,4,https://www.zomato.com/jalandhar/chicken-plaza-dhaba-maqsudan/order,Maqsudan,"2,991",Jalandhar
Chicken Plaza Dhaba,?100 for one,Pizza,4,https://www.zomato.com/jalandhar/chicken-plaza-dhaba-maqsudan/order,Maqsudan,"2,991",Jalandhar
Chicken Plaza Dhaba,?100 for one,Fast Food,4,https://www.zomato.com/jalandhar/chicken-plaza-dhaba-maqsudan/order,Maqsudan,"2,991",Jalandhar
Chicken Plaza Dhaba,?100 for one,Beverages,4,https://www.zomato.com/jalandhar/chicken-plaza-dhaba-maqsudan/order,Maqsudan,"2,991",Jalandhar
Nanak Fast Food,?100 for one,Fast Food,4,https://www.zomato.com/jalandhar/nanak-fast-food-adarsh-nagar/order,Adarsh Nagar,"5,946",Jalandhar
Nanak Fast Food,?100 for one,Chinese,4,https://www.zomato.com/jalandhar/nanak-fast-food-adarsh-nagar/order,Adarsh Nagar,"5,946",Jalandhar
Nanak Fast Food,?100 for one,North Indian,4,https://www.zomato.com/jalandhar/nanak-fast-food-adarsh-nagar/order,Adarsh Nagar,"5,946",Jalandhar
Nanak Fast Food,?100 for one,South Indian,4,https://www.zomato.com/jalandhar/nanak-fast-food-adarsh-nagar/order,Adarsh Nagar,"5,946",Jalandhar
The Fusion Bite,?100 for one,Pizza,4.1,https://www.zomato.com/jalandhar/the-fusion-bite-adarsh-nagar/order,Adarsh Nagar,539,Jalandhar
The Fusion Bite,?100 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/the-fusion-bite-adarsh-nagar/order,Adarsh Nagar,539,Jalandhar
The Fusion Bite,?100 for one,Beverages,4.1,https://www.zomato.com/jalandhar/the-fusion-bite-adarsh-nagar/order,Adarsh Nagar,539,Jalandhar
Cafe New York - Gymer's Kitchen,?100 for one,Healthy Food,3.8,https://www.zomato.com/jalandhar/cafe-new-york-gymers-kitchen-model-town/order,Model Town,"3,320",Jalandhar
Cafe New York - Gymer's Kitchen,?100 for one,Fast Food,3.8,https://www.zomato.com/jalandhar/cafe-new-york-gymers-kitchen-model-town/order,Model Town,"3,320",Jalandhar
Cafe New York - Gymer's Kitchen,?100 for one,Salad,3.8,https://www.zomato.com/jalandhar/cafe-new-york-gymers-kitchen-model-town/order,Model Town,"3,320",Jalandhar
Cafe New York - Gymer's Kitchen,?100 for one,Beverages,3.8,https://www.zomato.com/jalandhar/cafe-new-york-gymers-kitchen-model-town/order,Model Town,"3,320",Jalandhar
Inderprasth Khana Khazana,?100 for one,North Indian,3.6,https://www.zomato.com/jalandhar/inderprasth-khana-khazana-model-house/order,Model House,"5,345",Jalandhar
Inderprasth Khana Khazana,?100 for one,Chinese,3.6,https://www.zomato.com/jalandhar/inderprasth-khana-khazana-model-house/order,Model House,"5,345",Jalandhar
Inderprasth Khana Khazana,?100 for one,Beverages,3.6,https://www.zomato.com/jalandhar/inderprasth-khana-khazana-model-house/order,Model House,"5,345",Jalandhar
Cafe Coffee Day,?200 for one,Coffee,3.8,https://www.zomato.com/jalandhar/cafe-coffee-day-shastri-nagar/order,Shastri Nagar,253,Jalandhar
Cafe Coffee Day,?200 for one,Beverages,3.8,https://www.zomato.com/jalandhar/cafe-coffee-day-shastri-nagar/order,Shastri Nagar,253,Jalandhar
Cafe Coffee Day,?200 for one,Sandwich,3.8,https://www.zomato.com/jalandhar/cafe-coffee-day-shastri-nagar/order,Shastri Nagar,253,Jalandhar
Cafe Coffee Day,?200 for one,Fast Food,3.8,https://www.zomato.com/jalandhar/cafe-coffee-day-shastri-nagar/order,Shastri Nagar,253,Jalandhar
Cafe Coffee Day,?200 for one,Desserts,3.8,https://www.zomato.com/jalandhar/cafe-coffee-day-shastri-nagar/order,Shastri Nagar,253,Jalandhar
Sh. Narayan Dass Ji Bare Wale (Doaba Chowk),?200 for one,Street Food,4,https://www.zomato.com/jalandhar/sh-narayan-dass-ji-bare-wale-doaba-chowk-gt-road/order,GT Road,"2,692",Jalandhar
Hotel Dolphin,?200 for one,North Indian,4.2,https://www.zomato.com/jalandhar/hotel-dolphin-1-shastri-nagar/order,Shastri Nagar,"7,185",Jalandhar
Hotel Dolphin,?200 for one,Fast Food,4.2,https://www.zomato.com/jalandhar/hotel-dolphin-1-shastri-nagar/order,Shastri Nagar,"7,185",Jalandhar
Hotel Dolphin,?200 for one,South Indian,4.2,https://www.zomato.com/jalandhar/hotel-dolphin-1-shastri-nagar/order,Shastri Nagar,"7,185",Jalandhar
Hotel Dolphin,?200 for one,Chinese,4.2,https://www.zomato.com/jalandhar/hotel-dolphin-1-shastri-nagar/order,Shastri Nagar,"7,185",Jalandhar
Hotel Dolphin,?200 for one,Continental,4.2,https://www.zomato.com/jalandhar/hotel-dolphin-1-shastri-nagar/order,Shastri Nagar,"7,185",Jalandhar
Danny Boy,?200 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/danny-boy-4-model-town/order,Model Town,"1,986",Jalandhar
Danny Boy,?200 for one,Sandwich,4.1,https://www.zomato.com/jalandhar/danny-boy-4-model-town/order,Model Town,"1,986",Jalandhar
Danny Boy,?200 for one,Pizza,4.1,https://www.zomato.com/jalandhar/danny-boy-4-model-town/order,Model Town,"1,986",Jalandhar
Danny Boy,?200 for one,Burger,4.1,https://www.zomato.com/jalandhar/danny-boy-4-model-town/order,Model Town,"1,986",Jalandhar
Danny Boy,?200 for one,Pasta,4.1,https://www.zomato.com/jalandhar/danny-boy-4-model-town/order,Model Town,"1,986",Jalandhar
Danny Boy,?200 for one,Desserts,4.1,https://www.zomato.com/jalandhar/danny-boy-4-model-town/order,Model Town,"1,986",Jalandhar
Danny Boy,?200 for one,Beverages,4.1,https://www.zomato.com/jalandhar/danny-boy-4-model-town/order,Model Town,"1,986",Jalandhar
King Kulfi,?200 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/king-kulfi-adarsh-nagar/order,Adarsh Nagar,"4,278",Jalandhar
King Kulfi,?200 for one,Pizza,4.1,https://www.zomato.com/jalandhar/king-kulfi-adarsh-nagar/order,Adarsh Nagar,"4,278",Jalandhar
King Kulfi,?200 for one,Beverages,4.1,https://www.zomato.com/jalandhar/king-kulfi-adarsh-nagar/order,Adarsh Nagar,"4,278",Jalandhar
King Kulfi,?200 for one,Desserts,4.1,https://www.zomato.com/jalandhar/king-kulfi-adarsh-nagar/order,Adarsh Nagar,"4,278",Jalandhar
King Omelette,?200 for one,Rolls,4.1,https://www.zomato.com/jalandhar/king-omelette-adarsh-nagar/order,Adarsh Nagar,"5,666",Jalandhar
King Omelette,?200 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/king-omelette-adarsh-nagar/order,Adarsh Nagar,"5,666",Jalandhar
King Omelette,?200 for one,Chinese,4.1,https://www.zomato.com/jalandhar/king-omelette-adarsh-nagar/order,Adarsh Nagar,"5,666",Jalandhar
Uncle Jack's,?200 for one,American,4.1,https://www.zomato.com/jalandhar/uncle-jacks-model-town/order,Model Town,344,Jalandhar
Uncle Jack's,?200 for one,Mexican,4.1,https://www.zomato.com/jalandhar/uncle-jacks-model-town/order,Model Town,344,Jalandhar
Uncle Jack's,?200 for one,Italian,4.1,https://www.zomato.com/jalandhar/uncle-jacks-model-town/order,Model Town,344,Jalandhar
Uncle Jack's,?200 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/uncle-jacks-model-town/order,Model Town,344,Jalandhar
Uncle Jack's,?200 for one,Beverages,4.1,https://www.zomato.com/jalandhar/uncle-jacks-model-town/order,Model Town,344,Jalandhar
Cake House,?200 for one,Bakery,4.1,https://www.zomato.com/jalandhar/cake-house-model-town/order,Model Town,"2,621",Jalandhar
Jain Poori Wala,?200 for one,Street Food,4.2,https://www.zomato.com/jalandhar/jain-poori-wala-shastri-nagar/order,Shastri Nagar,"3,431",Jalandhar
Jain Poori Wala,?200 for one,Mithai,4.2,https://www.zomato.com/jalandhar/jain-poori-wala-shastri-nagar/order,Shastri Nagar,"3,431",Jalandhar
The Amritsari Kulcha Junction,?200 for one,North Indian,3.6,https://www.zomato.com/jalandhar/the-amritsari-kulcha-junction-adarsh-nagar/order,Adarsh Nagar,596,Jalandhar
Gopi Ram Poori Wale,?200 for one,Mithai,3.8,https://www.zomato.com/jalandhar/gopi-ram-poori-wale-shastri-nagar/order,Shastri Nagar,"2,423",Jalandhar
Gopi Ram Poori Wale,?200 for one,Street Food,3.8,https://www.zomato.com/jalandhar/gopi-ram-poori-wale-shastri-nagar/order,Shastri Nagar,"2,423",Jalandhar
Gopi Ram Poori Wale,?200 for one,Desserts,3.8,https://www.zomato.com/jalandhar/gopi-ram-poori-wale-shastri-nagar/order,Shastri Nagar,"2,423",Jalandhar
Satish Vaishno Dhaba,?200 for one,North Indian,4.2,https://www.zomato.com/jalandhar/satish-vaishno-dhaba-nakodar-road/order,Nakodar Road,"2,450",Jalandhar
Sodhi Jalebi,?300 for one,Mithai,4.4,https://www.zomato.com/jalandhar/sodhi-jalebi-shastri-nagar/order,Shastri Nagar,"2,379",Jalandhar
Green Vaishno Dhaba,?300 for one,North Indian,4,https://www.zomato.com/jalandhar/green-vaishno-dhaba-rama-mandi/order,Rama Mandi,"2,365",Jalandhar
The Good Bowl,?300 for one,North Indian,4,https://www.zomato.com/jalandhar/the-good-bowl-shastri-nagar/order,Shastri Nagar,234,Jalandhar
The Good Bowl,?300 for one,Asian,4,https://www.zomato.com/jalandhar/the-good-bowl-shastri-nagar/order,Shastri Nagar,234,Jalandhar
The Good Bowl,?300 for one,Biryani,4,https://www.zomato.com/jalandhar/the-good-bowl-shastri-nagar/order,Shastri Nagar,234,Jalandhar
Jain Sweet Shop,?300 for one,Mithai,4,https://www.zomato.com/jalandhar/jain-sweet-shop-maqsudan/order,Maqsudan,890,Jalandhar
Jain Sweet Shop,?300 for one,Chinese,4,https://www.zomato.com/jalandhar/jain-sweet-shop-maqsudan/order,Maqsudan,890,Jalandhar
Jain Sweet Shop,?300 for one,Fast Food,4,https://www.zomato.com/jalandhar/jain-sweet-shop-maqsudan/order,Maqsudan,890,Jalandhar
Jain Sweet Shop,?300 for one,Street Food,4,https://www.zomato.com/jalandhar/jain-sweet-shop-maqsudan/order,Maqsudan,890,Jalandhar
Jain Sweet Shop,?300 for one,South Indian,4,https://www.zomato.com/jalandhar/jain-sweet-shop-maqsudan/order,Maqsudan,890,Jalandhar
Jain Sweet Shop,?300 for one,Burger,4,https://www.zomato.com/jalandhar/jain-sweet-shop-maqsudan/order,Maqsudan,890,Jalandhar
Jain Sweet Shop,?300 for one,Momos,4,https://www.zomato.com/jalandhar/jain-sweet-shop-maqsudan/order,Maqsudan,890,Jalandhar
Biryani Dil Se!,?300 for one,Biryani,3.6,https://www.zomato.com/jalandhar/biryani-dil-se-gt-road/order,GT Road,"1,199",Jalandhar
Biryani Dil Se!,?300 for one,North Indian,3.6,https://www.zomato.com/jalandhar/biryani-dil-se-gt-road/order,GT Road,"1,199",Jalandhar
Biryani Dil Se!,?300 for one,Rolls,3.6,https://www.zomato.com/jalandhar/biryani-dil-se-gt-road/order,GT Road,"1,199",Jalandhar
Babita Fast Food,?300 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/babita-fast-food-model-town/order,Model Town,"2,066",Jalandhar
Babita Fast Food,?300 for one,South Indian,4.1,https://www.zomato.com/jalandhar/babita-fast-food-model-town/order,Model Town,"2,066",Jalandhar
Babita Fast Food,?300 for one,Mithai,4.1,https://www.zomato.com/jalandhar/babita-fast-food-model-town/order,Model Town,"2,066",Jalandhar
Brgr Shurger,?300 for one,Salad,4.1,https://www.zomato.com/jalandhar/brgr-shurger-adarsh-nagar/order,Adarsh Nagar,223,Jalandhar
Brgr Shurger,?300 for one,Burger,4.1,https://www.zomato.com/jalandhar/brgr-shurger-adarsh-nagar/order,Adarsh Nagar,223,Jalandhar
Brgr Shurger,?300 for one,Sandwich,4.1,https://www.zomato.com/jalandhar/brgr-shurger-adarsh-nagar/order,Adarsh Nagar,223,Jalandhar
Brgr Shurger,?300 for one,Wraps,4.1,https://www.zomato.com/jalandhar/brgr-shurger-adarsh-nagar/order,Adarsh Nagar,223,Jalandhar
Brgr Shurger,?300 for one,Pizza,4.1,https://www.zomato.com/jalandhar/brgr-shurger-adarsh-nagar/order,Adarsh Nagar,223,Jalandhar
Brgr Shurger,?300 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/brgr-shurger-adarsh-nagar/order,Adarsh Nagar,223,Jalandhar
Satnamia Da Lovely Dhaba,?300 for one,North Indian,3.9,https://www.zomato.com/jalandhar/satnamia-da-lovely-dhaba-maqsudan/order,Maqsudan,"1,457",Jalandhar
Xero Degrees,?300 for one,Pizza,4.1,https://www.zomato.com/jalandhar/xero-degrees-model-town/order,Model Town,560,Jalandhar
Xero Degrees,?300 for one,Pasta,4.1,https://www.zomato.com/jalandhar/xero-degrees-model-town/order,Model Town,560,Jalandhar
Xero Degrees,?300 for one,Sandwich,4.1,https://www.zomato.com/jalandhar/xero-degrees-model-town/order,Model Town,560,Jalandhar
Xero Degrees,?300 for one,American,4.1,https://www.zomato.com/jalandhar/xero-degrees-model-town/order,Model Town,560,Jalandhar
Xero Degrees,?300 for one,Burger,4.1,https://www.zomato.com/jalandhar/xero-degrees-model-town/order,Model Town,560,Jalandhar
Xero Degrees,?300 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/xero-degrees-model-town/order,Model Town,560,Jalandhar
Xero Degrees,?300 for one,Coffee,4.1,https://www.zomato.com/jalandhar/xero-degrees-model-town/order,Model Town,560,Jalandhar
Xero Degrees,?300 for one,Beverages,4.1,https://www.zomato.com/jalandhar/xero-degrees-model-town/order,Model Town,560,Jalandhar
The Coffee Bean & Tea Leaf,?300 for one,Coffee,4.1,https://www.zomato.com/jalandhar/the-coffee-bean-tea-leaf-model-town/order,Model Town,927,Jalandhar
The Coffee Bean & Tea Leaf,?300 for one,Cafe,4.1,https://www.zomato.com/jalandhar/the-coffee-bean-tea-leaf-model-town/order,Model Town,927,Jalandhar
The Coffee Bean & Tea Leaf,?300 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/the-coffee-bean-tea-leaf-model-town/order,Model Town,927,Jalandhar
The Coffee Bean & Tea Leaf,?300 for one,Pizza,4.1,https://www.zomato.com/jalandhar/the-coffee-bean-tea-leaf-model-town/order,Model Town,927,Jalandhar
The Coffee Bean & Tea Leaf,?300 for one,Sandwich,4.1,https://www.zomato.com/jalandhar/the-coffee-bean-tea-leaf-model-town/order,Model Town,927,Jalandhar
The Coffee Bean & Tea Leaf,?300 for one,Desserts,4.1,https://www.zomato.com/jalandhar/the-coffee-bean-tea-leaf-model-town/order,Model Town,927,Jalandhar
The Coffee Bean & Tea Leaf,?300 for one,Bakery,4.1,https://www.zomato.com/jalandhar/the-coffee-bean-tea-leaf-model-town/order,Model Town,927,Jalandhar
The Coffee Bean & Tea Leaf,?300 for one,Beverages,4.1,https://www.zomato.com/jalandhar/the-coffee-bean-tea-leaf-model-town/order,Model Town,927,Jalandhar
Shama Chicken Corner,?300 for one,North Indian,4.1,https://www.zomato.com/jalandhar/shama-chicken-corner-nakodar-road/order,Nakodar Road,254,Jalandhar
Shama Chicken Corner,?300 for one,Mughlai,4.1,https://www.zomato.com/jalandhar/shama-chicken-corner-nakodar-road/order,Nakodar Road,254,Jalandhar
Big Daddy Momos Cafe,?300 for one,Momos,4.1,https://www.zomato.com/jalandhar/big-daddy-momos-cafe-urban-estate/order,Urban Estate,569,Jalandhar
Big Daddy Momos Cafe,?300 for one,Rolls,4.1,https://www.zomato.com/jalandhar/big-daddy-momos-cafe-urban-estate/order,Urban Estate,569,Jalandhar
Big Daddy Momos Cafe,?300 for one,Fast Food,4.1,https://www.zomato.com/jalandhar/big-daddy-momos-cafe-urban-estate/order,Urban Estate,569,Jalandhar
Lovely Dhaba Veg Champ & Food,?150 for one,North Indian,4.2,https://www.zomato.com/jalandhar/lovely-dhaba-veg-champ-food-adarsh-nagar/order,Adarsh Nagar,281,Jalandhar
Lovely Dhaba Veg Champ & Food,?150 for one,Chinese,4.2,https://www.zomato.com/jalandhar/lovely-dhaba-veg-champ-food-adarsh-nagar/order,Adarsh Nagar,281,Jalandhar
Basant Continental,?150 for one,Continental,4.1,https://www.zomato.com/jalandhar/basant-continental-adarsh-nagar/order,Adarsh Nagar,"3,704",Jalandhar
Basant Continental,?150 for one,North Indian,4.1,https://www.zomato.com/jalandhar/basant-continental-adarsh-nagar/order,Adarsh Nagar,"3,704",Jalandhar
Basant Continental,?150 for one,Chinese,4.1,https://www.zomato.com/jalandhar/basant-continental-adarsh-nagar/order,Adarsh Nagar,"3,704",Jalandhar
Gulu Pizza King,?150 for one,Pizza,4.3,https://www.zomato.com/jalandhar/gulu-pizza-king-shastri-nagar/order,Shastri Nagar,640,Jalandhar
Gulu Pizza King,?150 for one,Burger,4.3,https://www.zomato.com/jalandhar/gulu-pizza-king-shastri-nagar/order,Shastri Nagar,640,Jalandhar
Gulu Pizza King,?150 for one,Shake,4.3,https://www.zomato.com/jalandhar/gulu-pizza-king-shastri-nagar/order,Shastri Nagar,640,Jalandhar
Gulu Pizza King,?150 for one,Sandwich,4.3,https://www.zomato.com/jalandhar/gulu-pizza-king-shastri-nagar/order,Shastri Nagar,640,Jalandhar
Gulu Pizza King,?150 for one,Beverages,4.3,https://www.zomato.com/jalandhar/gulu-pizza-king-shastri-nagar/order,Shastri Nagar,640,Jalandhar
Gulu Pizza King,?150 for one,Fast Food,4.3,https://www.zomato.com/jalandhar/gulu-pizza-king-shastri-nagar/order,Shastri Nagar,640,Jalandhar
Jass Bakers,?150 for one,Bakery,4.4,https://www.zomato.com/jalandhar/jass-bakers-model-town/order,Model Town,449,Jalandhar
Jass Bakers,?150 for one,Desserts,4.4,https://www.zomato.com/jalandhar/jass-bakers-model-town/order,Model Town,449,Jalandhar
Jass Bakers,?150 for one,Fast Food,4.4,https://www.zomato.com/jalandhar/jass-bakers-model-town/order,Model Town,449,Jalandhar
Baskin Robbins,?150 for one,Ice Cream,4.4,https://www.zomato.com/jalandhar/baskin-robbins-model-town/order,Model Town,"2,328",Jalandhar
Baskin Robbins,?150 for one,Desserts,4.4,https://www.zomato.com/jalandhar/baskin-robbins-model-town/order,Model Town,"2,328",Jalandhar
Baskin Robbins,?150 for one,Beverages,4.4,https://www.zomato.com/jalandhar/baskin-robbins-model-town/order,Model Town,"2,328",Jalandhar
Baskin Robbins,?150 for one,Shake,4.4,https://www.zomato.com/jalandhar/baskin-robbins-model-town/order,Model Town,"2,328",Jalandhar
LunchBox - Meals and Thalis,?150 for one,North Indian,4,https://www.zomato.com/jalandhar/lunchbox-meals-and-thalis-shastri-nagar/order,Shastri Nagar,166,Jalandhar
LunchBox - Meals and Thalis,?150 for one,Beverages,4,https://www.zomato.com/jalandhar/lunchbox-meals-and-thalis-shastri-nagar/order,Shastri Nagar,166,Jalandhar
LunchBox - Meals and Thalis,?150 for one,Desserts,4,https://www.zomato.com/jalandhar/lunchbox-meals-and-thalis-shastri-nagar/order,Shastri Nagar,166,Jalandhar
LunchBox - Meals and Thalis,?150 for one,Healthy Food,4,https://www.zomato.com/jalandhar/lunchbox-meals-and-thalis-shastri-nagar/order,Shastri Nagar,166,Jalandhar
Tripti Foods - Ambala Wale,?150 for one,North Indian,3.8,https://www.zomato.com/jalandhar/tripti-foods-ambala-wale-model-town/order,Model Town,625,Jalandhar
Tripti Foods - Ambala Wale,?150 for one,Pizza,3.8,https://www.zomato.com/jalandhar/tripti-foods-ambala-wale-model-town/order,Model Town,625,Jalandhar
Tripti Foods - Ambala Wale,?150 for one,Fast Food,3.8,https://www.zomato.com/jalandhar/tripti-foods-ambala-wale-model-town/order,Model Town,625,Jalandhar
Tripti Foods - Ambala Wale,?150 for one,Chinese,3.8,https://www.zomato.com/jalandhar/tripti-foods-ambala-wale-model-town/order,Model Town,625,Jalandhar
Tripti Foods - Ambala Wale,?150 for one,Italian,3.8,https://www.zomato.com/jalandhar/tripti-foods-ambala-wale-model-town/order,Model Town,625,Jalandhar
Tripti Foods - Ambala Wale,?150 for one,South Indian,3.8,https://www.zomato.com/jalandhar/tripti-foods-ambala-wale-model-town/order,Model Town,625,Jalandhar
Tripti Foods - Ambala Wale,?150 for one,Salad,3.8,https://www.zomato.com/jalandhar/tripti-foods-ambala-wale-model-town/order,Model Town,625,Jalandhar
Tripti Foods - Ambala Wale,?150 for one,Beverages,3.8,https://www.zomato.com/jalandhar/tripti-foods-ambala-wale-model-town/order,Model Town,625,Jalandhar
Quality Food Veg & Non Veg,?150 for one,North Indian,3.6,https://www.zomato.com/jalandhar/quality-food-veg-non-veg-adarsh-nagar/order,Adarsh Nagar,"2,970",Jalandhar
Quality Food Veg & Non Veg,?150 for one,Chinese,3.6,https://www.zomato.com/jalandhar/quality-food-veg-non-veg-adarsh-nagar/order,Adarsh Nagar,"2,970",Jalandhar
Quality Food Veg & Non Veg,?150 for one,Fast Food,3.6,https://www.zomato.com/jalandhar/quality-food-veg-non-veg-adarsh-nagar/order,Adarsh Nagar,"2,970",Jalandhar
Dashmesh Bakery And Cake House,?150 for one,Bakery,4.3,https://www.zomato.com/jalandhar/dashmesh-bakery-and-cake-house-adarsh-nagar/order,Adarsh Nagar,450,Jalandhar
Guru Nadar Vaishno Dhaba,?150 for one,North Indian,3.8,https://www.zomato.com/jalandhar/guru-nadar-vaishno-dhaba-shastri-nagar/order,Shastri Nagar,208,Jalandhar
Guru Nadar Vaishno Dhaba,?150 for one,Chinese,3.8,https://www.zomato.com/jalandhar/guru-nadar-vaishno-dhaba-shastri-nagar/order,Shastri Nagar,208,Jalandhar
Parry's Pizzeria,?150 for one,Italian,4,https://www.zomato.com/jalandhar/parrys-pizzeria-model-town/order,Model Town,628,Jalandhar
Parry's Pizzeria,?150 for one,Pizza,4,https://www.zomato.com/jalandhar/parrys-pizzeria-model-town/order,Model Town,628,Jalandhar
Parry's Pizzeria,?150 for one,BBQ,4,https://www.zomato.com/jalandhar/parrys-pizzeria-model-town/order,Model Town,628,Jalandhar
Parry's Pizzeria,?150 for one,Sandwich,4,https://www.zomato.com/jalandhar/parrys-pizzeria-model-town/order,Model Town,628,Jalandhar
Parry's Pizzeria,?150 for one,Beverages,4,https://www.zomato.com/jalandhar/parrys-pizzeria-model-town/order,Model Town,628,Jalandhar
Sandy Sandwich Corner,?150 for one,Sandwich,4,https://www.zomato.com/jalandhar/sandy-sandwich-corner-shastri-nagar/order,Shastri Nagar,995,Jalandhar
Sandy Sandwich Corner,?150 for one,Fast Food,4,https://www.zomato.com/jalandhar/sandy-sandwich-corner-shastri-nagar/order,Shastri Nagar,995,Jalandhar
Sandy Sandwich Corner,?150 for one,Pizza,4,https://www.zomato.com/jalandhar/sandy-sandwich-corner-shastri-nagar/order,Shastri Nagar,995,Jalandhar
Sandy Sandwich Corner,?150 for one,Ice Cream,4,https://www.zomato.com/jalandhar/sandy-sandwich-corner-shastri-nagar/order,Shastri Nagar,995,Jalandhar
Sandy Sandwich Corner,?150 for one,Desserts,4,https://www.zomato.com/jalandhar/sandy-sandwich-corner-shastri-nagar/order,Shastri Nagar,995,Jalandhar
Sandy Sandwich Corner,?150 for one,Beverages,4,https://www.zomato.com/jalandhar/sandy-sandwich-corner-shastri-nagar/order,Shastri Nagar,995,Jalandhar
Biryani Pot,?100 for one,Biryani,3.4,https://www.zomato.com/jalandhar/biryani-pot-model-house/order,Model House,"4,881",Jalandhar
Biryani Pot,?100 for one,Chinese,3.4,https://www.zomato.com/jalandhar/biryani-pot-model-house/order,Model House,"4,881",Jalandhar
Biryani Pot,?100 for one,North Indian,3.4,https://www.zomato.com/jalandhar/biryani-pot-model-house/order,Model House,"4,881",Jalandhar
Navrattan Foods,?100 for one,Fast Food,4.2,https://www.zomato.com/jalandhar/navrattan-foods-shastri-nagar/order,Shastri Nagar,312,Jalandhar
Navrattan Foods,?100 for one,Street Food,4.2,https://www.zomato.com/jalandhar/navrattan-foods-shastri-nagar/order,Shastri Nagar,312,Jalandhar
@169,?100 for one,North Indian,3.9,https://www.zomato.com/jalandhar/@169-adarsh-nagar/order,Adarsh Nagar,297,Jalandhar
@169,?100 for one,Kebab,3.9,https://www.zomato.com/jalandhar/@169-adarsh-nagar/order,Adarsh Nagar,297,Jalandhar
@169,?100 for one,Mughlai,3.9,https://www.zomato.com/jalandhar/@169-adarsh-nagar/order,Adarsh Nagar,297,Jalandhar
@169,?100 for one,Biryani,3.9,https://www.zomato.com/jalandhar/@169-adarsh-nagar/order,Adarsh Nagar,297,Jalandhar
@169,?100 for one,Chinese,3.9,https://www.zomato.com/jalandhar/@169-adarsh-nagar/order,Adarsh Nagar,297,Jalandhar
Am Pm Fast Food,?100 for one,South Indian,3.5,https://www.zomato.com/jalandhar/am-pm-fast-food-nakodar-road/order,Nakodar Road,"2,791",Jalandhar
Am Pm Fast Food,?100 for one,Chinese,3.5,https://www.zomato.com/jalandhar/am-pm-fast-food-nakodar-road/order,Nakodar Road,"2,791",Jalandhar
Am Pm Fast Food,?100 for one,Fast Food,3.5,https://www.zomato.com/jalandhar/am-pm-fast-food-nakodar-road/order,Nakodar Road,"2,791",Jalandhar
Am Pm Fast Food,?100 for one,Street Food,3.5,https://www.zomato.com/jalandhar/am-pm-fast-food-nakodar-road/order,Nakodar Road,"2,791",Jalandhar
Am Pm Fast Food,?100 for one,Beverages,3.5,https://www.zomato.com/jalandhar/am-pm-fast-food-nakodar-road/order,Nakodar Road,"2,791",Jalandhar
Am Pm Fast Food,?100 for one,Desserts,3.5,https://www.zomato.com/jalandhar/am-pm-fast-food-nakodar-road/order,Nakodar Road,"2,791",Jalandhar
